name,shortName,gps,version,catalog,doi,detail_url,mass_1_source,mass_1_source_lower,mass_1_source_upper,mass_2_source,mass_2_source_lower,mass_2_source_upper,network_matched_filter_snr,network_matched_filter_snr_lower,network_matched_filter_snr_upper,luminosity_distance,luminosity_distance_lower,luminosity_distance_upper,chi_eff,chi_eff_lower,chi_eff_upper,total_mass_source,total_mass_source_lower,total_mass_source_upper,chirp_mass_source,chirp_mass_source_lower,chirp_mass_source_upper,chirp_mass,chirp_mass_lower,chirp_mass_upper,redshift,redshift_lower,redshift_upper,far,far_lower,far_upper,p_astro,p_astro_lower,p_astro_upper,final_mass_source,final_mass_source_lower,final_mass_source_upper
GW240507_041632,GW240507_041632-v1,1399090610.4,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240507_041632-v1,31.3,-11.6,9.2,8.5,-1.9,6.3,10.2,,,1450.0,-500.0,900.0,0.01,-0.23,0.2,39.9,-6.9,7.8,13.8,-1.4,1.9,,,,0.28,-0.09,0.14,0.00025,,,0.99,,,38.9,-7.2,8.0
GW240505_133552,GW240505_133552-v1,1398951370.6,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240505_133552-v1,31.0,-5.9,9.2,23.1,-6.7,6.8,9.4,,,4700.0,-2100.0,2600.0,-0.13,-0.3,0.25,54.0,-7.7,11.9,23.0,-3.4,5.3,,,,0.74,-0.29,0.32,0.13,,,0.98,,,51.8,-7.3,11.3
GW240501_033534,GW240501_033534-v1,1398569752.9,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240501_033534-v1,38.6,-8.0,11.6,27.7,-8.2,8.6,10.6,,,4700.0,-2200.0,2700.0,0.04,-0.28,0.26,66.0,-10.0,14.0,28.0,-4.4,6.4,,,,0.74,-0.3,0.33,1e-05,,,0.99,,,63.1,-9.5,13.4
GW240430_093517,GW240430_093517-v1,1398504935.4,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240430_093517-v1,,,,,,,8.7,,,,,,,,,,,,,,,,,,,,,1.3,,,0.88,,,,,
GW240428_225440,GW240428_225440-v1,1398380098.1,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240428_225440-v1,19.8,-2.6,4.9,14.7,-2.9,2.2,15.6,,,840.0,-280.0,200.0,0.03,-0.08,0.1,34.6,-1.5,2.3,14.72,-0.48,0.72,,,,0.17,-0.05,0.04,1e-05,,,0.99,,,33.0,-1.4,2.3
GW240426_085802,GW240426_085802-v1,1398157100.9,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240426_085802-v1,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,4.2,,,0.63,,,,,
GW240426_031451,GW240426_031451-v1,1398136510.0,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240426_031451-v1,52.0,-11.0,14.0,36.0,-12.0,11.0,10.3,,,4000.0,-2000.0,2600.0,-0.05,-0.28,0.24,88.0,-13.0,18.0,37.1,-6.3,8.2,,,,0.65,-0.28,0.33,3.8e-05,,,0.99,,,84.0,-13.0,17.0
GW240421_052935,GW240421_052935-v1,1397712593.7,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240421_052935-v1,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,2.7,,,0.77,,,,,
GW240420_175625,GW240420_175625-v1,1397671003.5,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240420_175625-v1,34.6,-7.2,10.0,23.8,-7.1,7.2,10.0,,,2000.0,-1100.0,1600.0,,,,58.6,-8.7,10.3,24.7,-3.8,4.6,,,,0.37,-0.18,0.22,0.078,,,0.98,,,56.0,-8.3,9.8
GW240419_041206,GW240419_041206-v1,1397535144.5,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240419_041206-v1,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,3.4,,,0.71,,,,,
GW240414_054515,GW240414_054515-v1,1397108733.2,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240414_054515-v1,38.8,-7.2,12.1,25.9,-8.1,6.9,11.2,,,1530.0,-580.0,680.0,0.03,-0.21,0.22,65.0,-6.3,8.4,27.1,-2.8,3.6,,,,0.29,-0.1,0.11,5.3e-05,,,0.99,,,62.2,-6.0,8.0
GW240413_022019,GW240413_022019-v1,1397010037.8,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240413_022019-v1,7.9,-1.2,2.8,5.57,-1.35,0.96,18.1,,,570.0,-220.0,110.0,0.07,-0.04,0.14,13.56,-0.52,1.41,5.74,-0.11,0.23,,,,0.12,-0.04,0.02,1e-05,,,0.99,,,12.92,-0.52,1.49
GW240411_074140,GW240411_074140-v1,1396856518.6,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240411_074140-v1,,,,,,,8.2,,,,,,,,,,,,,,,,,,,,,3.4,,,0.68,,,,,
GW240408_081753,GW240408_081753-v1,1396599491.7,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240408_081753-v1,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,4.4,,,0.61,,,,,
GW240407_214946,GW240407_214946-v1,1396561804.2,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240407_214946-v1,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,4.2,,,0.79,,,,,
GW240407_061416,GW240407_061416-v1,1396505674.0,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240407_061416-v1,,,,,,,8.8,,,,,,,,,,,,,,,,,,,,,2.7,,,0.78,,,,,
GW240407_040938,GW240407_040938-v1,1396498196.4,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240407_040938-v1,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,1.7999999999999998,,,0.91,,,,,
GW240406_062847,GW240406_062847-v1,1396420145.9,1,GWTC-5.0,https://doi.org/10.7935/bk00-6a89,https://gwosc.org/api/v2/event-versions/GW240406_062847-v1,,,,,,,11.3,,,,,,,,,,,,,,,,,,,,,1e-05,,,0.99,,,,,
GW240109_050431,GW240109_050431-v2,1388811889.8,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW240109_050431-v2,28.7,-6.1,7.5,18.1,-4.1,4.8,10.4,,,1500.0,-770.0,1020.0,-0.07,-0.23,0.2,47.1,-5.8,6.7,19.7,-2.2,2.7,,,,0.28,-0.14,0.16,0.00022,,,0.99,,,45.2,-5.5,6.4
GW240107_013215,GW240107_013215-v2,1388626353.7,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW240107_013215-v2,59.0,-17.0,27.0,33.0,-17.0,20.0,9.6,,,5800.0,-3300.0,4900.0,0.32,-0.38,0.29,92.0,-20.0,30.0,36.7,-9.9,14.3,,,,0.88,-0.44,0.56,0.0094,,,0.99,,,87.0,-19.0,29.0
GW240105_151143,GW240105_151143-v2,1388502721.2,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW240105_151143-v2,,,,,,,25.9,,,,,,,,,,,,,,,,,,,,,3.3,,,0.74,,,,,
GW240104_164932,GW240104_164932-v2,1388422190.6,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW240104_164932-v2,42.3,-6.8,9.4,32.2,-8.2,7.5,14.8,,,1910.0,-970.0,1120.0,0.09,-0.2,0.19,74.3,-8.5,11.4,31.8,-4.0,5.1,,,,0.35,-0.16,0.17,1e-05,,,0.99,,,70.7,-8.1,10.7
GW231231_154016,GW231231_154016-v2,1388072434.7,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231231_154016-v2,22.5,-3.2,5.5,17.2,-3.2,2.9,13.4,,,1070.0,-530.0,590.0,-0.03,-0.12,0.12,39.9,-3.4,4.1,17.1,-1.3,1.6,,,,0.21,-0.1,0.1,1e-05,,,0.99,,,38.1,-3.3,4.0
GW231231_120147,GW231231_120147-v2,1388059325.6,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231231_120147-v2,,,,,,,11.3,,,,,,,,,,,,,,,,,,,,,2.0,,,0.86,,,,,
GW231230_170116,GW231230_170116-v2,1387990895.0,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231230_170116-v2,53.0,-15.0,53.0,35.0,-14.0,15.0,8.2,,,5700.0,-3200.0,4800.0,-0.18,-0.35,0.33,89.0,-20.0,52.0,37.0,-8.3,14.9,,,,0.87,-0.43,0.56,0.42,,,0.96,,,86.0,-19.0,51.0
GW231226_101520,GW231226_101520-v2,1387620938.3,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231226_101520-v2,40.2,-2.9,4.4,35.1,-4.9,3.2,34.7,,,1180.0,-360.0,240.0,-0.08,-0.1,0.09,75.0,-3.1,3.9,32.5,-1.5,1.8,,,,0.23,-0.06,0.04,1e-05,,,0.99,,,71.6,-2.8,3.7
GW231224_024321,GW231224_024321-v2,1387421020.0,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231224_024321-v2,9.3,-1.1,2.1,7.31,-1.31,0.97,14.0,,,950.0,-400.0,280.0,-0.01,-0.06,0.08,16.66,-0.79,1.26,7.13,-0.29,0.48,,,,0.19,-0.07,0.05,1e-05,,,0.99,,,15.89,-0.77,1.24
GW231223_202619,GW231223_202619-v2,1387398397.0,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231223_202619-v2,11.1,-1.6,3.9,8.3,-2.0,1.4,10.1,,,890.0,-440.0,480.0,0.1,-0.11,0.14,19.6,-1.5,2.2,8.35,-0.57,0.66,,,,0.18,-0.08,0.08,0.002,,,0.99,,,18.7,-1.5,2.3
GW231223_075055,GW231223_075055-v2,1387353073.3,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231223_075055-v2,11.9,-2.8,7.0,6.8,-2.2,2.0,9.4,,,970.0,-430.0,580.0,0.07,-0.12,0.22,19.0,-2.0,4.8,7.8,-0.6,0.57,,,,0.19,-0.08,0.1,0.23,,,0.98,,,18.1,-1.9,4.9
GW231223_032836,GW231223_032836-v2,1387337334.1,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231223_032836-v2,46.0,-11.0,16.0,31.0,-14.0,12.0,10.2,,,4200.0,-2200.0,3100.0,-0.16,-0.37,0.33,76.0,-13.0,18.0,31.9,-7.0,8.5,,,,0.67,-0.31,0.39,0.00035999999999999997,,,0.99,,,73.0,-13.0,17.0
GW231221_135041,GW231221_135041-v2,1387201859.3,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231221_135041-v2,47.0,-13.0,22.0,29.0,-13.0,12.0,10.0,,,4600.0,-2500.0,3800.0,0.01,-0.38,0.37,76.0,-16.0,22.0,31.0,-6.8,9.6,,,,0.72,-0.36,0.46,0.54,,,0.96,,,73.0,-15.0,21.0
GW231220_173406,GW231220_173406-v2,1387128864.2,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231220_173406-v2,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,3.0,,,0.83,,,,,
GW231213_111417,GW231213_111417-v2,1386501275.9,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231213_111417-v2,35.6,-6.8,10.5,27.2,-7.6,7.9,10.4,,,4000.0,-2000.0,2300.0,0.06,-0.23,0.24,62.6,-9.4,14.2,26.7,-4.2,6.2,,,,0.65,-0.29,0.3,1e-05,,,0.99,,,59.6,-8.9,13.3
GW231206_233901,GW231206_233901-v2,1385941159.5,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231206_233901-v2,37.6,-4.6,6.6,28.5,-6.1,5.3,21.9,,,1490.0,-500.0,340.0,-0.05,-0.15,0.14,66.0,-3.7,5.3,28.2,-1.8,2.7,,,,0.28,-0.08,0.05,1e-05,,,0.99,,,63.1,-3.4,4.9
GW231206_233134,GW231206_233134-v2,1385940712.5,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231206_233134-v2,35.6,-6.2,9.0,28.2,-7.1,7.6,12.8,,,3200.0,-1800.0,1800.0,-0.08,-0.25,0.21,63.5,-8.8,13.7,27.2,-3.9,6.1,,,,0.54,-0.27,0.25,1e-05,,,0.99,,,60.6,-8.3,13.0
GW231206_010629,GW231206_010629-v2,1385860007.2,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231206_010629-v2,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,6.8999999999999995,,,0.58,,,,,
GW231204_090648,GW231204_090648-v2,1385716026.9,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231204_090648-v2,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,3.5,,,0.78,,,,,
GW231129_081745,GW231129_081745-v2,1385281083.6,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231129_081745-v2,45.0,-13.0,15.0,23.8,-8.2,10.3,9.4,,,3800.0,-2100.0,3600.0,0.03,-0.26,0.27,69.0,-14.0,17.0,27.8,-5.7,7.7,,,,0.62,-0.3,0.45,0.056,,,0.99,,,66.0,-14.0,17.0
GW231127_165300,GW231127_165300-v2,1385139198.9,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231127_165300-v2,45.0,-12.0,18.0,28.0,-12.0,13.0,9.9,,,4500.0,-2500.0,3600.0,0.05,-0.32,0.3,74.0,-15.0,22.0,30.4,-6.7,9.7,,,,0.71,-0.35,0.44,0.01,,,0.99,,,71.0,-14.0,21.0
GW231127_061546,GW231127_061546-v1,1385100964.5,1,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231127_061546-v1,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,11.0,,,0.55,,,,,
GW231126_010928,GW231126_010928-v2,1384996186.3,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231126_010928-v2,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,2.1,,,0.86,,,,,
GW231123_135430,GW231123_135430-v3,1384782888.7,3,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231123_135430-v3,137.0,-18.0,23.0,101.0,-50.0,22.0,21.8,,,2200.0,-1500.0,1900.0,0.32,-0.41,0.25,236.0,-47.0,30.0,101.0,-30.0,13.0,,,,0.4,-0.25,0.27,1e-05,,,0.99,,,222.0,-42.0,28.0
GW231120_022103,GW231120_022103-v2,1384482081.0,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231120_022103-v2,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,1.6,,,0.9,,,,,
GW231119_075248,GW231119_075248-v2,1384415586.1,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231119_075248-v2,49.0,-13.0,22.0,33.0,-13.0,15.0,8.3,,,6700.0,-3700.0,5300.0,,,,82.0,-18.0,29.0,34.5,-7.9,12.4,,,,0.99,-0.48,0.6,0.0029,,,0.99,,,79.0,-18.0,27.0
GW231118_090602,GW231118_090602-v2,1384333580.0,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231118_090602-v2,12.9,-3.1,12.4,7.4,-3.2,2.1,11.0,,,1360.0,-620.0,550.0,0.08,-0.09,0.33,20.6,-2.2,9.1,8.36,-0.56,0.79,,,,0.26,-0.11,0.09,1e-05,,,0.99,,,19.6,-2.2,9.4
GW231118_071402,GW231118_071402-v2,1384326860.2,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231118_071402-v2,43.0,-10.0,15.0,29.0,-10.0,11.0,9.2,,,4300.0,-2300.0,3600.0,0.12,-0.28,0.29,72.0,-14.0,18.0,30.3,-6.1,8.0,,,,0.69,-0.32,0.44,0.00022,,,0.99,,,69.0,-13.0,17.0
GW231118_005626,GW231118_005626-v2,1384304204.8,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231118_005626-v2,20.0,-5.0,7.5,10.8,-2.4,3.4,10.7,,,2190.0,-970.0,930.0,0.38,-0.11,0.1,31.0,-3.7,5.9,12.6,-1.1,1.6,,,,0.39,-0.16,0.14,1e-05,,,0.99,,,29.4,-3.6,6.0
GW231114_043211,GW231114_043211-v2,1383971549.2,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231114_043211-v2,22.8,-6.3,9.2,8.2,-2.1,2.5,10.0,,,1390.0,-620.0,860.0,0.08,-0.16,0.21,31.1,-4.8,7.3,11.6,-1.1,1.1,,,,0.26,-0.11,0.14,0.00011999999999999999,,,0.99,,,30.1,-4.9,7.5
GW231113_200417,GW231113_200417-v2,1383941075.9,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231113_200417-v2,11.6,-2.4,5.1,7.4,-2.0,1.8,10.5,,,1160.0,-530.0,640.0,0.13,-0.08,0.15,19.2,-1.9,3.2,8.0,-0.64,0.68,,,,0.23,-0.1,0.11,2.7e-05,,,0.99,,,18.3,-1.9,3.3
GW231113_150041,GW231113_150041-v2,1383922859.4,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231113_150041-v2,56.0,-22.0,38.0,29.0,-16.0,18.0,8.7,,,5200.0,-2800.0,5100.0,0.04,-0.37,0.39,85.0,-26.0,46.0,34.0,-11.0,18.0,,,,0.8,-0.38,0.6,0.5,,,0.97,,,82.0,-25.0,44.0
GW231113_122623,GW231113_122623-v2,1383913601.9,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231113_122623-v2,39.8,-9.6,17.2,26.4,-9.5,8.9,8.6,,,3400.0,-1700.0,2400.0,0.33,-0.33,0.25,67.0,-13.0,16.0,27.9,-5.5,6.3,,,,0.56,-0.25,0.32,0.063,,,0.99,,,63.0,-12.0,15.0
GW231113_112825,GW231113_112825-v1,1383910123.5,1,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231113_112825-v1,,,,,,,7.8,,,,,,,,,,,,,,,,,,,,,14.0,,,0.51,,,,,
GW231113_062050,GW231113_062050-v1,1383891668.9,1,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231113_062050-v1,,,,,,,8.5,,,,,,,,,,,,,,,,,,,,,5.4,,,0.71,,,,,
GW231110_040320,GW231110_040320-v2,1383624218.2,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231110_040320-v2,19.4,-4.0,5.8,12.6,-2.9,3.0,11.5,,,1890.0,-910.0,850.0,0.17,-0.12,0.13,32.2,-3.3,4.3,13.4,-1.1,1.7,,,,0.35,-0.15,0.13,1e-05,,,0.99,,,30.6,-3.3,4.3
GW231108_125142,GW231108_125142-v2,1383483120.5,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231108_125142-v2,23.2,-3.6,5.5,17.4,-3.2,3.2,12.6,,,2050.0,-890.0,750.0,-0.08,-0.15,0.13,40.6,-3.3,5.1,17.3,-1.3,2.1,,,,0.37,-0.15,0.11,1e-05,,,0.99,,,38.9,-3.2,4.9
GW231104_133418,GW231104_133418-v2,1383140076.9,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231104_133418-v2,12.2,-2.0,4.4,8.6,-2.2,1.8,11.8,,,1470.0,-660.0,540.0,0.14,-0.07,0.11,21.0,-1.7,2.7,8.84,-0.56,0.87,,,,0.28,-0.11,0.09,1e-05,,,0.99,,,20.0,-1.6,2.7
GW231102_232433,GW231102_232433-v2,1383002691.5,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231102_232433-v2,,,,,,,7.6,,,,,,,,,,,,,,,,,,,,,2.5,,,0.8,,,,,
GW231102_071736,GW231102_071736-v2,1382944674.4,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231102_071736-v2,61.0,-12.0,14.0,42.0,-13.0,13.0,15.6,,,3800.0,-1800.0,2100.0,0.06,-0.22,0.22,102.0,-13.0,21.0,43.3,-6.3,9.5,,,,0.63,-0.26,0.27,1e-05,,,0.99,,,98.0,-13.0,19.0
GW231102_052214,GW231102_052214-v2,1382937752.4,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231102_052214-v2,,,,,,,7.9,,,,,,,,,,,,,,,,,,,,,4.0,,,0.72,,,,,
GW231029_111508,GW231029_111508-v2,1382613326.8,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231029_111508-v2,65.0,-14.0,18.0,42.0,-15.0,15.0,10.8,,,3100.0,-1700.0,2400.0,0.14,-0.23,0.24,106.0,-16.0,22.0,44.4,-8.0,10.4,,,,0.53,-0.26,0.32,5.1e-05,,,0.99,,,101.0,-16.0,21.0
GW231028_153006,GW231028_153006-v2,1382542224.3,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231028_153006-v2,94.0,-19.0,32.0,59.0,-24.0,21.0,22.4,,,4200.0,-1900.0,1300.0,0.45,-0.19,0.16,153.0,-14.0,29.0,63.0,-9.7,13.1,,,,0.68,-0.26,0.17,1e-05,,,0.99,,,144.0,-13.0,27.0
GW231026_130704,GW231026_130704-v2,1382360842.2,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231026_130704-v2,34.0,-11.0,27.0,20.8,-8.2,9.8,8.3,,,4400.0,-2400.0,4000.0,0.03,-0.36,0.36,55.0,-14.0,29.0,22.8,-5.7,10.3,,,,0.71,-0.33,0.49,0.7599999999999999,,,0.95,,,53.0,-13.0,28.0
GW231025_142306,GW231025_142306-v1,1382279004.1,1,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231025_142306-v1,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,5.3,,,0.71,,,,,
GW231024_023603,GW231024_023603-v1,1382150181.2,1,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231024_023603-v1,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,14.0,,,0.51,,,,,
GW231020_142947,GW231020_142947-v2,1381847405.6,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231020_142947-v2,12.0,-2.6,8.4,7.4,-2.8,2.0,12.0,,,1230.0,-640.0,510.0,0.14,-0.12,0.24,19.8,-2.1,5.4,8.07,-0.52,0.83,,,,0.24,-0.12,0.08,1e-05,,,0.99,,,18.8,-2.0,5.6
GW231018_233037,GW231018_233037-v2,1381707055.0,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231018_233037-v2,11.6,-2.4,5.1,7.3,-2.1,1.9,9.1,,,1540.0,-740.0,740.0,0.01,-0.13,0.17,19.0,-2.0,3.4,7.9,-0.67,0.89,,,,0.29,-0.13,0.12,0.68,,,0.93,,,18.2,-1.9,3.5
GW231014_040532,GW231014_040532-v2,1381291551.0,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231014_040532-v2,20.6,-4.0,7.9,14.7,-4.2,3.8,9.0,,,2300.0,-1200.0,1400.0,0.18,-0.28,0.26,35.6,-4.7,6.8,15.0,-1.9,2.6,,,,0.42,-0.19,0.2,0.21,,,0.98,,,33.8,-4.4,6.5
GW231013_135504,GW231013_135504-v2,1381240522.4,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231013_135504-v2,,,,,,,8.4,,,,,,,,,,,,,,,,,,,,,15.0,,,0.53,,,,,
GW231008_142521,GW231008_142521-v2,1380810339.8,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231008_142521-v2,45.0,-12.0,17.0,25.6,-9.7,10.7,9.3,,,3000.0,-1300.0,2500.0,-0.01,-0.28,0.25,71.0,-13.0,16.0,29.0,-5.7,6.9,,,,0.51,-0.2,0.33,0.0015,,,0.99,,,69.0,-13.0,15.0
GW231007_134720,GW231007_134720-v1,1380721658.8,1,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231007_134720-v1,,,,,,,8.1,,,,,,,,,,,,,,,,,,,,,8.3,,,0.63,,,,,
GW231005_144455,GW231005_144455-v2,1380552313.4,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231005_144455-v2,,,,,,,7.3,,,,,,,,,,,,,,,,,,,,,14.0,,,0.52,,,,,
GW231005_091549,GW231005_091549-v2,1380532567.5,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231005_091549-v2,28.8,-6.1,10.1,21.2,-6.2,6.3,11.0,,,3800.0,-1900.0,2500.0,-0.03,-0.26,0.24,50.2,-8.3,11.3,21.3,-3.5,4.8,,,,0.62,-0.27,0.32,0.04,,,0.99,,,48.0,-7.9,10.8
GW231005_021030,GW231005_021030-v2,1380507049.0,2,GWTC-4.1,https://doi.org/10.7935/6xqf-ba54,https://gwosc.org/api/v2/event-versions/GW231005_021030-v2,84.0,-23.0,29.0,50.0,-20.0,22.0,10.4,,,6300.0,-3200.0,4600.0,0.1,-0.37,0.36,133.0,-25.0,38.0,54.0,-11.0,17.0,,,,0.93,-0.42,0.53,0.01,,,0.99,,,127.0,-25.0,36.0
